8.196310363416938, 2
12.42323983598615, 4
13.150891507499873, 4
13.837511387561603, 4
19.735858338557033, 6
21.333120170063086, 7
23.09459734070445, 6
32.17306003810418, 6
68.3456504108901, 6
64.69017723791073, 16
61.013339448827146, 14
66.2441167672423, 19
4.245852614890972, 0
13.708656768128348, 3
16.21531196797399, 4
16.822153861331802, 4
19.094121933102105, 6
21.356081103273993, 8
22.747973100022868, 6
44.76985862887132, 7
66.27416761945199, 7
61.87997077786891, 14
61.81010296847619, 19
83.175074712937, 20
11.739492653120411, 3
10.926460566577246, 3
11.569840798884195, 3
16.56532949039484, 6
22.64523329451517, 6
20.449080444279616, 8
25.365509757268015, 6
47.17882234283088, 6
66.19780895263077, 6
61.185945058863, 15
53.26539186792375, 22
71.93406344282887, 32
